ID,review,label
1883,Isko dekh kar accounts ke test yad agai,Negative
1884,bchary k daant to pury lgwa dy,Negative
1885,"Aik taraf to inhe marshal arts se na sirf qalbi lagao hai,bal ke wo judo ke mahir ( black belt, 6 dawn ) bhi hain. ",Positive
1886,Mushtaq Manhoos ki misaal aisi ha jaisay kehtay hain dhobi ka kutta ghar ka nah ghaat ka,Negative
1887,"Double minded ppl toh dekhey they,double mouch abba pehli dafa dekha..! ",Negative
1888,Zilla Aur Tehsil Councelon Ki 242 Nashiston Par Dubara Polling Hogi ,Negative
1889,Intikhab Alam ke baqol baz khilari sochte the ke agar mein beron e mulk series jeet gaya to najane kia ban jaon ga,Negative
1890,Yahi h mera saccha dost,Positive
1891,Razia Sheer Khan: Humare mulk ke bare shearon mein tartan track to hain lekin is ki maintenance nahi,Negative
1892,Emma Watson khud ko romance mein bad qismat samajhti hai,Negative
1893,Begart log secand hand products sell kar rahy in ko daraz sa nikal dana chay bludy peoples????????,Negative
1894,Jo box office par hit sabit hui,Positive
1895,Allah salamat rakhe,Positive
1896,KU BA Bcom Pvt Annual Exams 2015 K Liye Forms 31 Oct 15 Tak Jama Karwa Sakty Hai ,Positive
1897,Woh hukumat ya sabqa mazhabi jamaton say imdad bhi nahi latay khun kay woh samjhte hain kay in ki imdad mashrot hoti hai.,Positive
1898,ach sory muh seda,Negative
1899,"Meri karkardagi bhi sab ke samne hai, aur mujhe selectors par etemad hai",Positive
1900,In ki shaiyri mein bar-e-sagheer ke manazir ki tasveer hai aur in ki shiayri mein Hindi aur Urdu ki bohat khoobsurat aamesizh paai jati hai jo mushtarka riwayat ki tasveer hai,Positive
1901,Good,Positive
1902,Allah pak k gher ko dekh ker jo dily sakun milta hai wo bohet badbakhat hai jo ye lanty herket karta hai,Negative
1903,Ahmed Nadeem Qasmi ne 1948 mein adbi magzines �EEE€�EEESawera�EEE€�EEEshuru keya1948 aur 1949 mein Peshawar Radio ki nokri chor ker woh Lahore wapis agaey aur adbi resale Naqus ki adarat shuru ki,Negative
1904,yhi wo patwaari hy joh samjty nhi... k bacho ko roads nhi chahiye hospitals chahiye schools chahiye.. ,Negative
1905,Khi M A Jinnah Road Numaish Chourangi Tibet Centre Jama Cloth K Atraf Ki Galiyan Barrier Laga Kr Bund Krdi Gyen  ,Negative
1906,Yar ajkl sakht pareshan hu rozgar ki fikr me bht acha lga parh k,Positive
1907,haa ma b disi kehri khbr stuff khrb huje par dost ghurayo aa disa unjo kiye nikryo,Negative
1908,koi hal ni,Positive
1909,Is liye ke hum kamiyabi ke muqabley mein apni nakaami se kahi ziyada sabaq seekh sakte hain,Positive
1910,Bht khoob,Positive
1911,"Bhai masiny ki bat hoi
Ap sy better masoom shakal koi bna e nh skta",Negative
1912,Tahum in ki shohrat mein in ki fankarana salahiyaton ka bhi barha dakhal hai,Positive
1913,Rafeeq Peer Theater ke leye un ke gaye howae naghme aaj bhi mashor hain,Positive
1914,bhai ye drama buhat acha hai.ghr mai ek episode chal rahi thi dekha tha maza deny laga isliye ab dekhta hon,Positive
1915,Kitna tang kiya tha usy,Negative
1916,Aisee aurtain hoti hain jo matti ke tail ka choolah phatnay se marti hain,Negative
1917,tab Iqbal Bano ke shauq ko ustaad ki raae ne jilaa bakhshi aur inho ne apne aehal e khana se kaha  mujhe gana seekhna hai,Positive
1918,Koi b nai fazol hin sab,Negative
1919,Ab ye halat hai ke mout ka intezar hai.,Negative
1920,Allah Sada Salamat rakhy,Positive
1921,Apni uktahat aur bechaine door kerney key leyeh Waheed Murad nay intehae taiz raftari se car chalaney ka mashgala apna leya tha kae bar hadsa hotey hotey rah geya tha lakin 1983 mein iss tara ki taiz driwing key dauran un ki gari aik darakht se takra gae unki jan to bach gae lakin charey pewr zakham ka nishan par geya shadeed mausi key alam mein woh apnay dost Parvaiz Malik key pas gaey aur zindagi mein pehli bar un se kam manga Parvaiz Malik nay un key zakham zada charey ki taraf dekh ker kaha key tum theek ho jao to kam hi kam hay,Negative
1922,Lol,Positive
1923,yaar koi sharam hoti h koi hyaa hoti h...,Negative
1924,Bahi g ap ka what's up number he band ha order kis par karin,Negative
1925,Bilkul right,Positive
1926,Ghalib ke kalam se shora ko ye sekhna chaheye ke  apne dork o batin mein yun sachai se ameza aur mehsos kiya jaye ke khayal sheri takhliq ban kar baramad ho aur is mein kahein masnoi pan ka shuba tak na ho,Positive
1927,Hahaha kion keh hum perhate hi nahi hain,Negative
1928,Murshid Pak kram ki ik nazar idr b frmayen,Positive
1929,Beshk ALLAH bht Rehm krny wla hy ,Positive
1930, Is tarha 8 saal mein mukamal hone wale sab se bare sanati unit ko aik ghante ki karwai mein farikhat kar deya gaya,Negative
1931,Un ko yakeen tha tha k bomb banaya ja raha hai aur hamain ye sakhti se bata diya gaya k agar kuch bhi Karachi main phata to wo phaswa dain gay.,Negative
1932, Financial times ne unhein woman of the 2013 qarar diya,Positive
1933,2 Wo Jo Mushkil Halaat Me Sath Chorr De ,Negative
1934,1964 ke bad jab Mohibbullah Khan ne British open title jeeta Pakistan ko yeh ejaz 1965 mein hasil hua iss martaba dono Pakistani khelari Qamar Zaman aur Gogi Allauddin pahonche they lahza title to Pakistan ana hi tha Qamar ne Gogi ko shikast de ker pahli martaba Open jeetne ka ejaz hasil keya,Positive
1935,Galat baat mat karo.ya bilkul nahai likha huwa .Farig log.koi aur kam nahai ha karnay ko jo ya galat batain bolty rehtay ho.Jhail,Negative
1936,Yaar maine tw poori vdo hi nhi dekhi in aunty ko kuch hogaya h or peechy jo talliyaan baja rahy hain unhe bhi kuch hogaya h ajeeb . Imran khan is the best .,Negative
1937,"Tb angrez gaye to India Pak ko lara gaye
Ab phr wohi ho rha hai. Umeed hai smj nai ho gi ",Positive
1938,8 baras tak film beeno aur jaraiyd mein barhti hui maqboliyat ke sath is ne apne role ko ba khobi ada karte hue glamour ki chakachond kar dene wali duniya ke mutabiq khud ko munasib andaaz mein dhal liya hai,Positive
1939,Allah apka hami o nasir rahy amin!,Positive
1940,"In ki piadaish ke aik baras bad hi un ke walden mein elahdgi ho gai, jis ke bad Angelina aur un ka bhai maa ke sath rehne lage the",Negative
1941,Bari khofnak hansi hai mashaAllah -_-,Negative
1942,Allah apki nuslon main barkat ata farmay,Positive
1943,Mehakma Mosamiat Ne Chitral Me Glacier Phante Ka Imkaan Zahir Kr Diya ,Negative
1944,Phir Zara bach kay,Negative
1945,Apne Yadgar Lamhat ko Shandar Banain ,Positive
1946,Ae ishaq apny zulam dekh meri umar dekh ,Negative
1947,"Is silsile mien dono actresses mutadid martaba Karachi bhi gai, magar chand aik Tv programs mien shirkat ke ilawa koi drama project na mil saka",Negative
1948,Good,Positive
1949,Oo Sambhal K Us K Dant Lag Gaye To 4/5 Bande Zakhmi Hojainge O_o,Negative
1950, Forun Telephone uthaya aur dost ko phone kiya aur ladki ke muft ilaaj ka bandobast kar diya,Positive
1951,Nhi nhi nhi  astaghfirullah tobah karo ,Negative
1952,Yar iska end bht hi rolany wala hoga,Negative
1953,Bohat kam aise actors hain jinho ne dono jagah kamiyabi hasil ki,Negative
1954,Yaaaar akheeer kr gea lrkaAnd cinematography and video production lush ,Positive
1955,Lala all the pakistani nation with u pak army zindabad.,Positive
1956,Kuch zyda hi mu phar ky hasti hain😲,Negative
1957,Sirf 1 bar Darood Sharif Parh Kar Muslim Dosto Ko Send Kro,Positive
1958,Petrol Ki Qeemat Me 1 Rupay 3 Paise Or Deisel Ki Qeemat Me 2 Rupay 6 Paise Fee Litre Kami Ka Elan ,Positive
1959,mene item use kia bht achi quality hai,Positive
1960, 1949 mein Pir Ali Rashdi Pakistan news paper editor conference ke sadder muntakhib hue aur Pakistani press ke us wafd ki sarbarahi ke faraiyz anjaam diye jo bharat gaya tha aur jis ne “ Liauqat Nehro Muaaehede ” ki raah hamwar kit hi,Positive
1961,Lekin is ke bad se inhe dard door karne wali adwiya mustaqlan istemal karni parhti hain,Negative
1962,apko hi lagta hai bs,Negative
1963, Sab jante the ke ye kaam kitna mushkil hai lekin ye bhi sab jante the ke unhen larne ke leye bheja gaya hai,Negative
1964,mooon kafi bakwas tha,Negative
1965,robina aunty ka shukria adda kr dun unhe add kr ke 😂,Positive
1966, January 1957 mein rahai pai to National Awami party banai October 1958 mein Mashalla nafiz hua to masaibka key daur  ka Agaz hua,Negative
1967,Allah muaaf kare,Positive
1968,Awam kai sahi mazay a rhy hain! :-D,Positive
1969,Me ap k atan fan ho k kia batao,Positive
1970, Main aik baat zaroro kahon gi ke in tamam mushkilat ke bawajod Pakistan mein talent ki koi kami nahi hai,Positive
1971,Yeh 5 roza test match mein kisi bhi cricketer ka ab tak sab se barha score hai,Positive
1972,Rafta rafta us ki shurat barhne lagi aur aik waqat aaya ke us ke pas America aur Europe ke dor daraz shehron se bhi khutot aane ka bhi silsila shuru ho gaya. ,Positive
1973,Skin Saf Krny K Liye Honey Milk Or Dahi Mix Kijye Is Mixture Ko 15 Mint K Liye Skin Pr Laga Lijye Bad Mai Saf Pani Sy Dho Lijye ,Positive
1974,Iqrar bhai ap ki azmat ko salam,Positive
1975,Zeenat Begum  1954 mein inteqal kar gayein,Negative
1976,Yeh log b ak month ka muslman,Negative
1977,Hazrat g ki kya bat hy,Positive
1978,Hazrat g aap haqeeqtan allah kareem ka inaam hain....aap ki batain sun k emaan barh jata hI.,Positive
1979,Demaghi bemaar log is post pe laughter emoji bhej rhy hain..... -_-,Negative
1980,Thanks 8 bjy krne ka but aik suggestion ha repeat b kren drama ko chahe shaam ma kren but kren or repeat chahe Ramzan k baad hi start kren but daramo ko repeat b kiya kren,Positive
1981,"Iss tshirt ki quality tou A1 thi aur material bhi first class tha magar bas mjhe 1 issue that ke iska jo front waala print tha who agar poora white hota tou maza ajata. Kyunke white ke background waalay colors jo hain who thora maza kharaab karta hain. Magar overall boht acha experience that aur tshirt boht achi hai.
",Positive
1982,G ak kaam hai ap se sir,Positive
1983, Benazir Bhutto ka karwan Shara-e-faisal par Mazar Quaid ki janib barh raha tha kay achanak zordar dhamakay huye,Negative
1984,Lakh di lanat,Negative
1985,Younas Khan Ki Nani Baqazai Ilahi Wafat Pa Chuki Hy Nimaz Jenaza 2Bje Shewa Adda Nad di K Kinaray Adda Ki Jayege ,Negative
1986,Owsome work and awLa editing sharp very sharp perfect 100/100 :),Positive
1987,Lanat aisea support per jis ka leader esie gustahi karay,Negative
1988,lololol. video ka caption parh lijiye dost.,Positive
1989,Hahahhahahahah waqaephr unka ye kehna k 85% mera hi paper lga hai,Positive
1990,Lannat ha har os dost peh jo eid k din b ap ko time na dai apna,Positive
1991,Bqchy ho TV py dekhn gy us sy asar lain gy ab bachon ko TV dekhny sy Kaiser ROK sakty hn JB aik Muslim model sleeveless Pehn ky TV py aay gi tu hm apni betion ko jb kehty hn ky ye Muslim girls ni Pehn sakti tu hm unky es question ka kya answer karain ky jinhon NY sleeveless pehna ha kya wo Muslim naai hn,Negative
1992, Jab Russian afwaj  ne Afghanistan per hamla kiya to unhon ne Afghan Mojahideen ki bhi hemayat nahein ki,Negative
1993,Ary wah u pamist,Positive
1994,Kab milega muje parcel,Negative
1995,Bhata Lya ,Negative
1996,Bal ke agar yeh kaha jae ke Sylvester Stallone ka naam he action films ki kamiyabi ki zamanat hai to ghalat na ho ga,Positive
1997,Bilkul band kro is sho ko,Negative
1998,Nawaz chor family chor pora daber chor h,Negative
1999,kasam se is duniya main aap ka koi fan ho ga to wo sab se bigest main ho my name ali from jhelum,Positive
2000,Belt k tamam holes alag alag length pay hain aur sab uper nichay hain. Belt nehayat patli ha jo k dekhne main buri lagti ha. Buckle ka hook bhi terha fit kia hua ha,Negative
2001,"friends main purchase kerne ke baad pachta raha hon.bluetooth,broadband aur volume switches kharab hain",Negative
2002,Stock Exch Me Shadeed Mandi 100 Index Me 1200 Points Ki Kami ,Negative
2003,boht bekar material hy jitney paise liye us hisab sy local material hy,Negative
2004,apka vote apki marzi,Positive
2005,O bhaijan abhi inka level world ke biggest rock bands se nhi hai.,Negative
2006, Chief of Army General Asif Nawaz Jijuwa ki muat ki tehqiqati commotion mein shamil the jis ke sarbarah Justice Saif ur Rehman the,Positive
2007,"Yara da kho de za om kharab kramm,sa spai e",Negative
2008,Wah g wah,Positive
2009,Lanat asi aulad per,Negative
2010,ye drama kahin se b ramadan special drama nhin lagta. iss drama mein boht si unethical aur unislamic baatyn hn jaisa superstitions aur black magic etc. plz logon ko gumrah na keryn aur atleast ramadan k naam py aise dramay na diya krain.,Negative
2011,Taab too hum khud unn Koo saport karay hootay hai,Positive
2012,Bakhran Wali ki aik ustani is shiq sy faida uthaty howy. Kai logon ko black mail kr k mafad hasil k Rahi hy.,Negative
2013,Har taraf ataullah Niazi ki singing ka charcha hone laga,Positive
2014,mera level kafi high ha :p,Positive
2015,"sb muslmanu ko.... dua ka sahy triqa sawab bakhshnay ka yai hai. k ya ilahi ju kuch b prha ish mai glty kotahy ko muaff kr k apny bargahy ali shan mai qabool fermaiay aur ish ka,sawab hazur salatu wasalam ko tamam ambiah rasool ko ahle bait ko hazur ki azwaje mutaharat ko sahaba karam ko ambiah kram ko olia kram ko tabah tabeen ko shuda e krbla ko shuda e bdr ko suhdae ohad rizwanul la hy ajmaeen ko or hazoor ki sare umat jo wafat paa chuki hai unko drja badrja ish ka swab paish krty hun hazur k sadqay kabool fermaiay. phr khty hain k ish ka sawab apny azezo aqarib dost ahbab rishta daru mai se jo log wafat pa chuky hain unki rooh ko drja bdrja ish ka sawab paish krty hun qabool fermaiay phr khty hain khas bil khasus us ka name lain jis k liay ap ny prha. aur phr hazur ki sare umat ju zinda hai us k b aur apny b nama e amal mai drj kraty hun qabool fermaiay. yai tarika hai bakhshnay k.",Positive
2016,ap buuuht pyri hai sanam,Positive
2017,Ya Allah tu Afia ki mushkilat asaan farma aur inki azmaish khatam kar dey amin,Negative
2018,Haveliyan K Qareeb Musafir Gaari Khae Me Jaa Giri ,Negative
2019,Aur Momin ALI Se Bughz Nahi Rakhta,Positive
2020,9 March 1951 mein aap ko Rawalpindi sazish case mein muaawnat ke ilzaam mein hukoomat waqt ne giraftar kar liya,Negative
2021, Walid ki phansi ke bad Sikander Ali Shah ko in ke chote bhai aur khandan ke deegar afraad ke sath kuch arsey Bandar road ( MA Jinnah Road ) ke aik bungalow mein nazar band rakha gaya aur wahan se Aligarh muntaqil kar diya gaya,Negative
2022,Is khatoon ko dekha kar mera hausla barha aur is interview ko androne bairoon mulk bohat ziyada dekha gaya.,Positive
2023,tera ay haal hunda aa ,Positive
2024,Ise kehte hen faraghat ko kaam me lagana... Velay comments krne se to behtar hi hwa,Negative
2025,Action Plan Taiz NGOs Ka Data Online Madaris Ki Registration Asan Ka Nisab Shamil Kia Jaiga Ch Nisar Ki Press Conf ,Positive
2026,2001 se ta haal 2007 Roznama Jung mein coiumn likh rahe hain,Positive
2027,3 haftay tak koi baal nahi aaya skin per always buy from this vendor,Positive
2028,Bsss chupp,Negative
2029,App ney pehli kamiabi September 1979 mein 16 sal ki umer mein gair peasha wer khelaryon ki almi chapion ship jeet ker hasil ki ,Positive
2030,MASHALLAH ALLAH qabool farmay AMEEN.,Positive
2031,Khuda ki qasam nh prhaya ,Negative
2032,Karachi aur undorene Sindh kay liye woh khud rawana hote hain aur Edhi foundation ki hadsat per rade ammal ki raftar aur khidmat municipal ki khidmaat ziada taiz behtar hain.,Positive
2033,Hazart shab please dua ki darkast,Positive
2034,hahahaha shuru main bus kanjar sun hahahaha,Negative
2035,Pak Army zindabaad,Positive
2036,"aap ne trust kiya mujh par, or chance diya mujhe",Positive
2037,Yh saadgi he tw h jo 18000 wala he lg rha h lhenga ,Positive
2038,INSHAALLAH ALLAH APKY SATH HY. ALLAH achy leader DY jo m BIN qasim ki nasal sy HO .,Positive
2039,acha hai ap ka product,Positive
2040,"Tu jahan mein wahan, meri aziz:')",Positive
2041,Chemistry ka nam mt liya kro yaaaro chem dil dukhati h jb b main chem ka nam sunti hn mjhai sir shahid ki jhooti tasssali yd aati h,Negative
2042,Nine Zero Pr Maulana Fazal Ur Rehman K Isteqbal Ki Tayari Haleem Halwa Tayar,Negative
2043,BY-ELECTIONS MAIN PARTICIPATE KERTE HUE SOCHA HOGA K ELECTION JEET KER PAPER CLEAR KERWA LUNGA???,Negative
2044,Sab se barhe baat ye hai ke silees zuban ka istemaal kiya aur gird-o-pesh ke waqeyat ko apni ghazlon ka mauzoo banaya,Positive
2045,K agr tum thora sa b khubsorat hote p ,Negative
2046," Karoron mere andhe maqlad hain, lekin Hindustan ke tool o arz mein muslim leagues mein sirf aik Raghib Ahsan hain jo Islam aur Pakistan ke usool ki mohabbat mein mujh par bebaki ke sath tanqeed ki jurrat karte hain",Positive
2047,Acha ..tell thn ,Positive
2048,Zabardust,Positive
2049,Ye nhe ho sakta agar ye sach ho to Allah ke lanat ho is per,Negative
2050,Eman or amal wali zindge k liye dua frmayen,Positive
2051," Director Sagar Sarhadi ki film Lorri, Kalpana Lajmi ki Aik Pal aur Muzaffar Ali ki Anjuman mien Shabana Aazmi in ki heroin bani thi",Positive
2052, Quom ka har fard Major Muhammad  Akram Shaheed ko salam pesh karta hai,Positive
2053,Nai kar aunty bachi hai,Negative
2054,Yaar bc Asli Wala Live Asli Wali Feels hai tbh,Negative
2055,is awwaam ka kuch kur le,Negative
2056,G janab jalsoon mein bachay bachain bhi na jaien wahan budhay zani bhi aatay hein,Negative
2057,Talebat ki sargarmiyon mein aap pesh pesh rehti thein.,Positive
2058,Allah pak nistonabood ferma dein iss laanati aur begairat insaan ko,Negative
2059,bakwas …,Negative
2060,Khas dua ki darkhwast,Positive
2061,Wo apni zindagi ke aakhri saal tak gaati rahin aur daad samait ti rahin,Positive
2062,mjha koi shak ni isma,Negative
2063,Comedy shows ki bat ho to sab se pehle PTV ki tareekh ke maqbool tareen show Fifty Fifty ka naam zehan mein aata hai,Positive
2064,Mene to aunty ki taraki dikhai hai jo wo keh rhi hain ismen jahilon wali bat kia haiJahilo wali bat wo ki hai apny jo sharat lga li hai hasham se,Negative
2065,Mashallah Allah lambi or khushian bari zindagi ata kry,Positive
2066,Wahab Riaz Ne 2 Or M Hafeez Ne 1 Wicket Hasil Ki ,Positive
2067, Shahadat wale din hi unhon ne Manghopeer mein hone wale police muqable mein teen shiddat pasandon ko halak kiya tha,Positive
2068,Yaani khud haar maan gaye ho?Ab abba je ke peeche to na na chupo,Negative
2069,theek hogaya? Meesnay,Negative
2070,Aby sasta h yer muja kehta 1D ko bulata america s,Negative
2071,Aisa Hota hy Miss,Negative
2072,Jab in ke walid ka inteqal ho gaya,Negative
2073,Qurbani K Janwar Ko Chand Roz Pahle Palna Afzal He Taa K Us Se Muhabat Ho Or Mehbub Janwar Ko Qurban Krne Se Sawab Ziada Milega ,Positive
2074,Tahum yeh ilzaam sabit na ho saka,Positive
2075,bahot acha kalam,Positive
2076,Madaris Pr Firing Kar K 10 Talib e Illmo Ko Qatal Or Mutadid Ko Zakhmi Karne Wale Karkun Shahid Mirza Ko Gawah Ne Shinakth Kar Lia,Negative
2077,Jaraim Ki Serparasti Krny Waly 10 Police Ahilkaro Ki Tanazoli Kr K Tankhwaian Rok Di Gai West Zone K 13 Corrupt Afsaran Bertaraf ,Negative
2078,Ma'am ko coda kro in police walo ki salay kuttay ki olad madar chod badmash bnty hn ..... fuck police,Negative
2079,Sabiq Wazir e Azam Shaukat Azizke dor e hukumat mein  cheeni  ke bad tareen bhoran paida howa,Negative
2080,Main ne hamesha prime time talk shows kiye aur Pakistan ke tamam he siyasatdano ke interview kiye.,Positive
2081,Kabyab mard kabees orat see shadi ni krta..,Negative
2082,Dikhaty kuch hn or send kuch or krty hn,Negative
2083,pehla resala 1933 mein Chaudhry Rehmat Ali ne Cambridge ( Britania) sey jari kiya jo Pakistan Qaumi Movement ka terjuman tha,Positive
2084, Tahum is doran Colombia ne 18 December 2006 ko elan kiya ke wo bhi muqabalon ke ineqad ke leye bator umeedwar is muqabale mein dakhil ho raha hai,Positive
2085,MQM Per Jhootay Ilzamat Laganay Ka Silsila Band Kia Jai ,Negative
2086,Quality wise product bht acha hai,Positive
2087,Baldia Town No 5 Se Bache Ki Lash Baramad ,Negative
2088,Question: Aik athlete ko apni karkadgi behtar banane ke leye ache joggers (jote) kitana aham kirdar ada karte hain?,Positive
2089,Mamu control se bahir ho gaye hen ...ab wapsi mushkil hi nazar ati he,Negative
2090,Iss moqa per Rahmat Khan ne aik qurbani di Rahmet ne Squash khelna tark ker deya halanke woh uss waqt bhi dunia ke behtareen khelaryon ki fahrist mein maujood they,Negative
2091,Jaldi thookoooo tharki budhy ko,Negative
2092,Squash ki Duniya key leyea bea taj Badsha aur tareekh key behtareen khelari Jahangir Khan 10 December 1963 key roze Karachi mein paida huae,Positive
2093,Selma Lagerlof ka tarz e tehrir behad marsa aur dil nasheen tha,Positive
2094,Itna bonga drama m n Aj tk nhi Dekha....,Negative
2095,Maloomat Tak Rasaai Se Rokna Buniyadi Huqooq Ki Khilafwarzi Hai Darkhuast Guzar ,Negative
2096,Ghalib ki takhliq taqat ka sab se bara sabot ye hai ke humari tehzib aur humare shaor par Ghalib ka asar ghalib hai,Positive
2097,Acahanak Muhajjir ki itni izzat itna khayal karachi ka yeh pechlaye 5 saal main su rahey thaye???,Negative
2098,Is book ko phernay kay liay 2 saal chia,Negative
2099, Air accident bohut hongy agar Pakistan my ye car ayi to,Negative
2100,"insjallah allah pak koi zaroor wasila banay ga rehae k lye,allah pak zaroor insaf karay ga",Positive
2101,Tahum inho ne apni likhi hui story par film banane ka faisla kiya aur yun 1988 mein in ki pehli film Above The Law release hui,Positive
2102,Likh Kr Aur Network Say Follow KarKay Fori News Hasil Karen,Positive
2103,Sb hi mazay k hain,Positive
2104,Aunty hogai hain pagal wagal,Negative
2105,Toh iska matlab aap bhi sem2sem zehreeli as me. Waaaow! 😌,Negative
2106,shafay ko kion nahin koi batata...ab bia bhi khamosh ho gaye hey??? ,Negative
2107,Sirf gun rakhne se khuch nahen hota. Usko chalana bhi a na chahiye,Positive
2108, Rahmat Khan aur Torsam Khan ka irada tha ke woh England mein aik achche Squash club mein malkana haqooq hasil ker lein aur wahan Jahangir Khan ko bola ker training di jae take woh Australia ke Haif Hint ki mosalsal perwaz ko rokne ka bandobast ker sakein,Positive
2109, Senior sathi hone ke nate Havaldar Lalak Jan Shaheed ne apne sathiyon ki Kaman sanbhal li aur unhen hidayat ki ke wo kisi aik jagah ruke bagheir musalsal firing karte rahein,Positive
2110,Dr Afia bohat Aziz hain hum sab ko. ,Positive
2111,Hahaha  haha tum toh khud hi phsti hooo pictures dal k,Negative
2112," Urdu ke do naamwar adeeb Mumtaz Mufti aur Qudrat-ullah Shahab, Ashfaq Ahmed ke khas doston mein shamil the",Positive
2113,Last Ho in hokmrano,Negative
2114,""" tou ku comments ker rha ha bhai ap tu mqm wali post pa kea kro ya ap ky mtlb ki nhai ha",Negative
2115,Bohut dukh bhari kahani hai ye,Negative
2116,Koi tou roko xD,Negative
2117, Ye to lol Ho Giya.,Negative
2118,Jaldi k chakar main program transfer hotay huway corrupt hogaya.,Negative
2119, Inhe hotel mein kam darjey ka kamra diya jata,Negative
2120, Police department bund kr dena chahiye,Negative
2121,3 Afrad Janbhaq ,Negative
2122,haaton ko milk mein daal tu den lekin us k baad jo ammi bolengi k sara milk kharab ker dia phir kia karen?:wk ,Negative
2123,Ye dress magwa chuka hon ur bht acha hy jsa is pic main hy wsa hi hy ur mujhy ap sy kuc ur dress order dyny hain tu kia ap mujh sy rabta kr skty mry pas apka no dlt hgya so kindly ap apna no dy diyen... thnk u,Positive
2124,Phr yar  be bhot acha canidate hai,Positive
2125,RIP Drone ,Negative
2126,Rasio par Iqbal Bano ne usatza ki ghazlen gaane ko tarjeeh di,Positive
2127,Allah Pak apko apni hezo aman Men rakhe,Positive
2128,Ye kiya hu raha he .kis kafir ki sazzesh he ye,Negative
2129,Ni PTI walon k liye pehli dafa suna,Negative
2130," Koi mujh se pochta hai ke aap Ibn-e-Safi ke novel kyun parhte hai to main jawab deta hoon, kyun ke Ibn-e-Safi hamare kae novel nigaron se behtar zuban likhte hai",Positive
2131,AGR QANOON APNI AML DARI KA MUZAHIRA KRY TU YAQEEN'N ELECATION KA AML SHFAF HO SKTA HY. ..... ,Positive
2132,billo bandri oh sorry rani xD ,Negative
2133,Wah wah wah,Positive
2134,2/3 Balls Zaya Karne Ata O_o,Negative
2135,freshtake ko goli mar bus honk wala scene dkh :D,Negative
2136,Stats r geo mn to waqai nazar ni aya tha :D,Negative
2137,"Baba e Urdu mutale, mushahide aue mukalme ke adi the",Positive
2138,"Jerry Lewis ne 1968 mein Steven Spielberg ki film The Day The Clown Cried mein kaam bhi kiya, lekin yeh film maali mushkilaat ke baiys silver screen ki zeenat na ban saki",Negative
2139,Allah se dua hai k WO hum pe rhem kre,Positive
2140,Khas tor par “hum dil de chuke sanam” ke bad Ashwariya Ray ke sath un ki dosti ka media ne khob charcha kiya lekin 2002 mein un ke taluqat talkhi par khatam howae aur Ashwariya Ray ne Salman khan par hirasan karne ka ilzam bhi lagaya,Negative
2141,end main yai drama bohot ajeeb ki a ap NY ,Negative
2142,Aap ki videography and photography mere liye bohut barri inspiration ha. ,Positive
2143,apny andar se Ghuroor ki aadat ko mitta dena chahty ho ,Positive
2144,Lakh lanat en par begerat kmeny..,Negative
2145,say my thanks to uncle and aunty 😍😘😂,Positive
2146,aisy he Sada Hasti Muskorati Rahen Ap 2dono Sweet Princess,Positive
2147,Aye Baadal Zara Khul K Baras Ye Kia Tmasha Hy ,Negative
2148,Har jaye gi,Negative
2149,"Main jodhpur jar aha hon, tumhe mere aehl-o-ayaal ko sath le kar forum Hindustan highway Commision chale aao aur wahan panah le lo",Negative
2150,Js Qaom Ka Aghaz Hi IQRA Se Huwa Tha ,Positive
2151,AoAShahbaz rohan kay liy dua karny plz,Positive
2152,18 December 1997 ko ayein ke article (G) 63-1 ke tehat qayam muqam Chief Election Commissioner Justice Mukhtar Ahmed Junejo ne unhen na ehel qarar dete hoye khazat e naamzadgi mustarad kar deye kyun ke un par ilzam tha ke 27 June 1996 ko haft rozah jaridah “Takbeer” Karachi ko aik interview dete hoye Fakhar un Nisa Judge Lahore High Court par badunwani ke ilzamat legaye aur nizam e adal par baat cheet karte hoye kaha ke “nizam e adal ki bunyadi kharabi ye hai ken a to ise Islami nizam e adal ke usolon par istawar kiya gaya aur na hi angreez ke nizam e adal ki khubiyon se arastah rehne deye gaya,Negative
2153,Hasso be mat Bahen ji 🙄🙄,Negative
2154,Bnd kro kutty ka channel,Negative
2155,        Retire hone ka bawajud cricket  se Javed Miandad ka taluq toota nahi 2008 se 1999 mein unhone ne Pakistan team ki coching ki aur aj kal Pakistan cricket board ka director general ka tour per khidmat unjam de rahe hain,Positive
2156,Heheh sahi khel gai ,Negative
2157,Phir August 1910 mein Copan Hagan mein socialist conference munaqid ki gayi jis mein tajwiz de gayi ke is din ko almi satah par bhi khawateen ka din qarar diya jaye,Positive
2158,Kabhi apna tasaub nikal ker dekh bhi lia karo agla insan kisko kia samjha raha hai.,Negative
2159, Unho ne apne pasmandigaan mein ek bewah Bano qudsiya aur teen bete chore hai,Negative
2160,Allah pak aap ko daraz umar aata kry sihat o afiyat wali,Positive
2161,Is dor mein Helen Keller bohat mehanti aur hoshiyar shagird sabit hoi aur bari asani aur josh se us ne ubhri hoi tehriron ko parhna shru kar diya.,Positive
2162,Bakwas ya to kasi chora b pahan sakta,Negative
2163,tum log bi bht bewawoof ho ye koi doctor ya hakeem to nhi he ye to bs sirf girl se dosti chahta he,Negative
2164,Sukaria Chottay ,Positive
2165,Habib arain ya dress Kitna pyre h,Positive
